,weight,age,height,size,size_in_num
75417,65,32.0,175.26,XL,4.0
75418,49,28.0,165.1,XXS,0.0
75419,58,29.0,165.1,M,2.0
75420,63,27.0,167.64,M,2.0
75421,56,33.0,162.56,M,2.0
75422,58,22.0,170.18,M,2.0
75423,51,57.0,157.48,M,2.0
75424,56,24.0,172.72,L,3.0
75425,54,32.0,152.4,L,3.0
75426,56,24.0,157.48,S,1.0
75427,72,34.0,177.8,XL,4.0
75428,65,54.0,170.18,XXS,0.0
75429,68,37.0,157.48,XL,4.0
75430,61,30.0,165.1,M,2.0
75431,58,31.0,175.26,S,1.0
75432,58,28.0,162.56,M,2.0
75433,57,21.0,167.64,L,3.0
75434,72,30.0,167.64,XXXL,6.0
75435,55,30.0,160.02,XXS,0.0
75436,67,34.0,162.56,XL,4.0
75437,85,38.0,167.64,XXXL,6.0
75438,52,27.0,157.48,S,1.0
75439,58,29.0,154.94,S,1.0
75440,58,20.0,175.26,S,1.0
75441,53,32.0,154.94,M,2.0
75442,65,38.0,175.26,M,2.0
75443,56,31.0,162.56,S,1.0
75444,74,25.0,167.64,XL,4.0
75445,59,27.0,162.56,XL,4.0
75446,61,28.0,162.56,M,2.0
75447,70,29.0,170.18,L,3.0
75448,49,33.0,165.1,XXS,0.0
75449,54,22.0,175.26,S,1.0
75450,58,42.0,172.72,L,3.0
75451,61,40.0,167.64,M,2.0
75452,79,51.0,185.42,XXXL,6.0
75453,49,34.0,160.02,XXS,0.0
75454,56,45.0,165.1,M,2.0
75455,58,35.0,160.02,L,3.0
75456,65,30.0,162.56,XXXL,6.0
75457,58,34.0,172.72,M,2.0
75458,61,25.0,162.56,M,2.0
75459,65,41.0,162.56,M,2.0
75460,58,46.0,165.1,L,3.0
75461,45,34.0,154.94,S,1.0
75462,74,30.0,172.72,XXXL,6.0
75463,56,27.0,149.86,M,2.0
75464,67,31.0,175.26,M,2.0
75465,58,26.0,172.72,M,2.0
75466,63,52.0,167.64,XL,4.0
75467,56,31.0,167.64,XXS,0.0
75468,68,32.0,162.56,XL,4.0
75469,54,33.0,165.1,S,1.0
75470,67,28.0,165.1,XL,4.0
75471,61,,167.64,L,3.0
75472,47,28.0,165.1,XXS,0.0
75473,47,31.0,157.48,S,1.0
75474,63,55.0,165.1,XL,4.0
75475,65,46.0,157.48,L,3.0
75476,47,23.0,152.4,XXS,0.0
75477,90,40.0,167.64,XXXL,6.0
75478,72,35.0,162.56,XXXL,6.0
75479,65,29.0,180.34,L,3.0
75480,63,38.0,172.72,XL,4.0
75481,68,32.0,177.8,XL,4.0
75482,58,54.0,162.56,L,3.0
75483,49,31.0,160.02,XXS,0.0
75484,61,29.0,167.64,L,3.0
75485,76,38.0,162.56,XXXL,6.0
75486,47,27.0,157.48,S,1.0
75487,83,40.0,180.34,XXXL,6.0
75488,61,29.0,167.64,XL,4.0
75489,61,40.0,170.18,L,3.0
75490,47,27.0,152.4,S,1.0
75491,52,44.0,162.56,XXS,0.0
75492,47,28.0,154.94,XXS,0.0
75493,71,43.0,157.48,XXXL,6.0
75494,68,31.0,167.64,XXXL,6.0
75495,65,40.0,167.64,XXXL,6.0
75496,45,35.0,157.48,S,1.0
75497,52,29.0,165.1,XXS,0.0
75498,56,29.0,170.18,L,3.0
75499,60,28.0,170.18,M,2.0
75500,53,35.0,157.48,S,1.0
75501,56,35.0,170.18,M,2.0
75502,74,34.0,160.02,XXXL,6.0
75503,74,24.0,160.02,XXXL,6.0
75504,66,38.0,165.1,M,2.0
75505,58,36.0,162.56,M,2.0
75506,53,36.0,160.02,S,1.0
75507,58,29.0,172.72,M,2.0
75508,55,26.0,170.18,S,1.0
75509,68,21.0,167.64,XL,4.0
75510,63,25.0,175.26,M,2.0
75511,65,38.0,170.18,M,2.0
75512,68,30.0,160.02,L,3.0
75513,74,53.0,167.64,XL,4.0
75514,63,32.0,170.18,L,3.0
75515,68,33.0,170.18,M,2.0
75516,61,38.0,162.56,L,3.0
75517,81,28.0,167.64,XXXL,6.0
75518,65,40.0,182.88,L,3.0
75519,61,26.0,160.02,L,3.0
75520,56,35.0,165.1,S,1.0
75521,58,30.0,162.56,M,2.0
75522,45,27.0,157.48,XXS,0.0
75523,67,46.0,175.26,XL,4.0
75524,59,38.0,172.72,M,2.0
75525,54,34.0,167.64,XXS,0.0
75526,74,31.0,165.1,XXXL,6.0
75527,63,35.0,175.26,M,2.0
75528,70,61.0,177.8,XXXL,6.0
75529,52,48.0,157.48,M,2.0
75530,63,46.0,172.72,L,3.0
75531,63,39.0,160.02,L,3.0
75532,61,41.0,175.26,XL,4.0
75533,77,25.0,162.56,XXXL,6.0
75534,54,34.0,157.48,M,2.0
75535,81,26.0,157.48,XXXL,6.0
75536,54,31.0,160.02,S,1.0
75537,53,32.0,170.18,L,3.0
75538,58,30.0,160.02,L,3.0
75539,49,41.0,157.48,S,1.0
75540,84,34.0,170.18,XXXL,6.0
75541,58,28.0,162.56,L,3.0
75542,70,41.0,167.64,XXXL,6.0
75543,68,28.0,175.26,XL,4.0
75544,52,44.0,160.02,S,1.0
75545,58,30.0,162.56,M,2.0
75546,79,27.0,170.18,XXXL,6.0
75547,56,36.0,172.72,S,1.0
75548,69,44.0,170.18,XXXL,6.0
75549,53,43.0,162.56,M,2.0
75550,63,25.0,177.8,XL,4.0
75551,58,33.0,162.56,XL,4.0
75552,57,31.0,160.02,M,2.0
75553,57,19.0,165.1,M,2.0
75554,77,40.0,165.1,XXXL,6.0
75555,63,49.0,170.18,M,2.0
75556,51,26.0,165.1,S,1.0
75557,45,30.0,160.02,XXS,0.0
75558,65,34.0,165.1,XXXL,6.0
75559,51,25.0,157.48,M,2.0
75560,72,33.0,167.64,XL,4.0
75561,61,35.0,162.56,L,3.0
75562,70,34.0,162.56,XXXL,6.0
75563,72,32.0,165.1,XXXL,6.0
75564,68,36.0,162.56,XL,4.0
75565,54,34.0,160.02,S,1.0
75566,65,32.0,167.64,XL,4.0
75567,56,29.0,170.18,S,1.0
75568,70,41.0,170.18,XL,4.0
75569,63,34.0,175.26,M,2.0
75570,73,42.0,167.64,XXXL,6.0
75571,70,32.0,172.72,XXXL,6.0
75572,54,24.0,160.02,M,2.0
75573,59,33.0,165.1,M,2.0
75574,52,27.0,152.4,XXS,0.0
75575,68,30.0,162.56,L,3.0
75576,68,28.0,172.72,L,3.0
75577,74,26.0,167.64,XXXL,6.0
75578,58,26.0,177.8,M,2.0
75579,53,24.0,157.48,XXS,0.0
75580,58,26.0,170.18,L,3.0
75581,54,29.0,170.18,S,1.0
75582,45,19.0,152.4,XXS,0.0
75583,61,29.0,170.18,M,2.0
75584,65,30.0,170.18,L,3.0
75585,77,33.0,172.72,XXXL,6.0
75586,68,61.0,165.1,XXXL,6.0
75587,47,28.0,152.4,XXS,0.0
75588,74,35.0,170.18,XXXL,6.0
75589,54,31.0,162.56,S,1.0
75590,65,24.0,170.18,L,3.0
75591,79,51.0,162.56,XXXL,6.0
75592,77,29.0,177.8,XXXL,6.0
75593,52,26.0,160.02,XXS,0.0
75594,51,30.0,157.48,M,2.0
75595,48,32.0,162.56,XXS,0.0
75596,53,40.0,157.48,XXS,0.0
75597,93,31.0,170.18,XXXL,6.0
75598,47,27.0,157.48,XXS,0.0
75599,63,26.0,175.26,L,3.0
75600,58,29.0,172.72,L,3.0
75601,63,28.0,165.1,L,3.0
75602,56,31.0,162.56,M,2.0
75603,71,42.0,175.26,XL,4.0
75604,72,34.0,165.1,XL,4.0
75605,54,24.0,167.64,S,1.0
75606,56,35.0,157.48,S,1.0
75607,45,29.0,154.94,S,1.0
75608,61,36.0,177.8,M,2.0
75609,63,37.0,167.64,M,2.0
75610,58,29.0,165.1,M,2.0
75611,63,31.0,167.64,M,2.0
75612,58,33.0,167.64,S,1.0
75613,86,49.0,172.72,XXXL,6.0
75614,53,32.0,149.86,M,2.0
75615,61,41.0,162.56,L,3.0
75616,50,35.0,152.4,S,1.0
75617,58,50.0,165.1,M,2.0
75618,65,26.0,172.72,M,2.0
75619,59,31.0,170.18,M,2.0
75620,68,32.0,172.72,L,3.0
75621,65,37.0,157.48,XXXL,6.0
75622,51,35.0,165.1,XXS,0.0
75623,49,28.0,165.1,XXS,0.0
75624,58,29.0,170.18,M,2.0
75625,72,36.0,172.72,XXXL,6.0
75626,53,43.0,160.02,L,3.0
75627,46,34.0,144.78,XXS,0.0
75628,63,29.0,154.94,XL,4.0
75629,68,42.0,170.18,XL,4.0
75630,58,29.0,165.1,L,3.0
75631,61,32.0,167.64,M,2.0
75632,90,31.0,167.64,XXXL,6.0
75633,50,39.0,160.02,XXS,0.0
75634,77,31.0,157.48,M,2.0
75635,82,31.0,170.18,XXXL,6.0
75636,51,25.0,154.94,S,1.0
75637,58,61.0,160.02,S,1.0
75638,53,26.0,157.48,S,1.0
75639,56,35.0,165.1,M,2.0
75640,72,26.0,170.18,XXXL,6.0
75641,79,32.0,172.72,XL,4.0
75642,45,31.0,157.48,XXS,0.0
75643,99,31.0,177.8,XXXL,6.0
75644,63,33.0,175.26,S,1.0
75645,65,28.0,162.56,L,3.0
75646,61,36.0,175.26,M,2.0
75647,58,35.0,160.02,S,1.0
75648,68,58.0,149.86,XXXL,6.0
75649,46,33.0,154.94,XXS,0.0
75650,55,26.0,170.18,S,1.0
75651,54,49.0,170.18,M,2.0
75652,63,21.0,162.56,L,3.0
75653,68,34.0,170.18,XL,4.0
75654,61,33.0,162.56,XL,4.0
75655,65,18.0,165.1,XL,4.0
75656,58,28.0,165.1,M,2.0
75657,72,32.0,160.02,XXXL,6.0
75658,56,38.0,167.64,M,2.0
75659,58,29.0,175.26,M,2.0
75660,74,26.0,165.1,XL,4.0
75661,79,33.0,180.34,XXXL,6.0
75662,52,37.0,167.64,S,1.0
75663,56,38.0,167.64,M,2.0
75664,56,20.0,170.18,XL,4.0
75665,67,37.0,170.18,XL,4.0
75666,57,49.0,165.1,M,2.0
75667,56,25.0,157.48,M,2.0
75668,58,17.0,170.18,S,1.0
75669,54,32.0,157.48,M,2.0
75670,60,28.0,165.1,M,2.0
75671,60,38.0,160.02,M,2.0
75672,46,32.0,157.48,S,1.0
75673,54,32.0,157.48,XXS,0.0
75674,63,30.0,180.34,M,2.0
75675,45,52.0,157.48,XXS,0.0
75676,81,27.0,172.72,XXXL,6.0
75677,54,38.0,157.48,L,3.0
75678,52,22.0,162.56,XXS,0.0
75679,52,43.0,160.02,S,1.0
75680,58,34.0,170.18,M,2.0
75681,86,35.0,172.72,XXXL,6.0
75682,49,27.0,157.48,XXS,0.0
75683,56,31.0,170.18,S,1.0
75684,51,68.0,165.1,M,2.0
75685,70,33.0,157.48,XXXL,6.0
75686,54,38.0,165.1,M,2.0
75687,52,30.0,165.1,XXS,0.0
75688,81,28.0,160.02,XL,4.0
75689,84,25.0,172.72,XXXL,6.0
75690,57,30.0,160.02,L,3.0
75691,68,34.0,160.02,XXXL,6.0
75692,72,32.0,165.1,XXXL,6.0
75693,63,28.0,162.56,L,3.0
75694,68,44.0,160.02,XXXL,6.0
75695,54,32.0,157.48,S,1.0
75696,43,29.0,154.94,S,1.0
75697,52,26.0,162.56,S,1.0
75698,56,29.0,165.1,M,2.0
75699,72,39.0,180.34,L,3.0
75700,63,37.0,160.02,L,3.0
75701,61,38.0,170.18,L,3.0
75702,90,26.0,175.26,XXXL,6.0
75703,58,34.0,175.26,S,1.0
75704,72,24.0,175.26,L,3.0
75705,53,37.0,170.18,M,2.0
75706,58,30.0,152.4,M,2.0
75707,50,25.0,165.1,S,1.0
75708,58,34.0,165.1,M,2.0
75709,53,32.0,172.72,S,1.0
75710,63,36.0,165.1,XL,4.0
75711,54,43.0,162.56,S,1.0
75712,58,42.0,172.72,L,3.0
75713,61,36.0,170.18,XL,4.0
75714,54,49.0,172.72,M,2.0
75715,64,43.0,175.26,M,2.0
75716,81,32.0,160.02,XXXL,6.0
75717,56,39.0,170.18,S,1.0
75718,69,52.0,177.8,XXXL,6.0
75719,61,43.0,170.18,L,3.0
75720,81,36.0,180.34,XXXL,6.0
75721,63,33.0,165.1,L,3.0
75722,58,27.0,175.26,M,2.0
75723,57,42.0,157.48,M,2.0
75724,56,44.0,160.02,M,2.0
75725,61,35.0,167.64,M,2.0
75726,68,51.0,170.18,XXXL,6.0
75727,47,27.0,167.64,S,1.0
75728,72,28.0,167.64,L,3.0
75729,63,39.0,160.02,XXXL,6.0
75730,58,37.0,170.18,M,2.0
75731,79,33.0,167.64,XXXL,6.0
75732,61,28.0,157.48,M,2.0
75733,54,27.0,170.18,XXS,0.0
75734,65,21.0,172.72,L,3.0
75735,51,29.0,160.02,S,1.0
75736,61,27.0,175.26,M,2.0
75737,63,31.0,177.8,S,1.0
75738,61,31.0,162.56,M,2.0
75739,58,18.0,162.56,XL,4.0
75740,58,35.0,165.1,S,1.0
75741,63,36.0,170.18,XL,4.0
75742,70,39.0,172.72,XXXL,6.0
75743,63,28.0,170.18,L,3.0
75744,61,36.0,165.1,XXXL,6.0
75745,61,45.0,167.64,XXXL,6.0
75746,65,28.0,167.64,L,3.0
75747,79,39.0,177.8,XXXL,6.0
75748,58,22.0,172.72,S,1.0
75749,57,31.0,162.56,M,2.0
75750,56,36.0,157.48,M,2.0
75751,56,38.0,170.18,S,1.0
75752,58,32.0,162.56,M,2.0
75753,52,29.0,160.02,XXS,0.0
75754,51,34.0,157.48,S,1.0
75755,65,31.0,177.8,XXXL,6.0
75756,70,36.0,172.72,XL,4.0
75757,58,50.0,167.64,S,1.0
75758,70,33.0,162.56,XXXL,6.0
75759,56,34.0,162.56,S,1.0
75760,54,36.0,162.56,S,1.0
75761,49,24.0,160.02,S,1.0
75762,68,34.0,167.64,XXXL,6.0
75763,47,42.0,160.02,XXS,0.0
75764,61,46.0,160.02,XL,4.0
75765,58,35.0,162.56,M,2.0
75766,61,58.0,165.1,XL,4.0
75767,60,34.0,160.02,M,2.0
75768,61,20.0,175.26,L,3.0
75769,63,41.0,167.64,M,2.0
75770,54,30.0,160.02,M,2.0
75771,70,38.0,172.72,XXXL,6.0
75772,58,43.0,167.64,M,2.0
75773,61,35.0,165.1,M,2.0
75774,83,29.0,172.72,XXXL,6.0
75775,60,32.0,167.64,M,2.0
75776,62,29.0,175.26,L,3.0
75777,68,66.0,160.02,XXXL,6.0
75778,61,43.0,162.56,XL,4.0
75779,61,33.0,157.48,L,3.0
75780,58,32.0,160.02,S,1.0
75781,62,31.0,170.18,M,2.0
75782,54,39.0,157.48,S,1.0
75783,56,27.0,167.64,M,2.0
75784,65,28.0,170.18,XL,4.0
75785,63,30.0,162.56,M,2.0
75786,68,28.0,167.64,XL,4.0
75787,52,32.0,160.02,S,1.0
75788,81,37.0,167.64,XXXL,6.0
75789,77,34.0,165.1,XXXL,6.0
75790,63,47.0,167.64,XXXL,6.0
75791,61,35.0,175.26,XL,4.0
75792,68,27.0,175.26,L,3.0
75793,61,30.0,177.8,XL,4.0
75794,72,32.0,172.72,L,3.0
75795,83,50.0,172.72,M,2.0
75796,95,24.0,175.26,XXXL,6.0
75797,56,33.0,154.94,XL,4.0
75798,58,30.0,165.1,M,2.0
75799,55,27.0,162.56,XXS,0.0
75800,72,32.0,172.72,XXXL,6.0
75801,58,32.0,160.02,M,2.0
75802,68,35.0,162.56,M,2.0
75803,54,28.0,165.1,S,1.0
75804,56,32.0,165.1,M,2.0
75805,59,40.0,162.56,L,3.0
75806,58,43.0,172.72,L,3.0
75807,73,31.0,167.64,XXXL,6.0
75808,54,31.0,160.02,XXS,0.0
75809,63,24.0,172.72,XL,4.0
75810,58,33.0,165.1,S,1.0
75811,67,35.0,162.56,L,3.0
75812,79,36.0,167.64,XXXL,6.0
75813,52,32.0,160.02,S,1.0
75814,49,39.0,160.02,S,1.0
75815,43,27.0,160.02,XXS,0.0
75816,68,31.0,162.56,L,3.0
75817,54,33.0,157.48,M,2.0
75818,58,28.0,167.64,M,2.0
75819,48,38.0,157.48,S,1.0
75820,56,32.0,175.26,S,1.0
75821,61,29.0,170.18,M,2.0
75822,57,26.0,154.94,M,2.0
75823,53,34.0,172.72,S,1.0
75824,68,35.0,162.56,XXXL,6.0
75825,49,57.0,165.1,S,1.0
75826,71,28.0,172.72,XL,4.0
75827,61,40.0,162.56,L,3.0
75828,52,37.0,157.48,S,1.0
75829,65,38.0,160.02,XL,4.0
75830,62,30.0,170.18,XL,4.0
75831,58,30.0,167.64,M,2.0
75832,67,31.0,170.18,M,2.0
75833,50,28.0,165.1,XXS,0.0
75834,57,28.0,157.48,M,2.0
75835,52,30.0,152.4,M,2.0
75836,81,32.0,175.26,XL,4.0
75837,70,41.0,165.1,XXXL,6.0
75838,56,43.0,162.56,M,2.0
75839,79,55.0,177.8,XXXL,6.0
75840,65,28.0,172.72,XL,4.0
75841,58,37.0,165.1,M,2.0
75842,61,28.0,162.56,M,2.0
75843,68,29.0,165.1,XL,4.0
75844,56,31.0,160.02,M,2.0
75845,54,28.0,157.48,XXS,0.0
75846,74,28.0,177.8,S,1.0
75847,72,35.0,162.56,XXXL,6.0
75848,55,26.0,170.18,M,2.0
75849,70,32.0,167.64,XXXL,6.0
75850,61,30.0,182.88,S,1.0
75851,56,35.0,170.18,M,2.0
75852,64,28.0,172.72,XXXL,6.0
75853,90,39.0,167.64,XXXL,6.0
75854,68,32.0,177.8,XL,4.0
75855,107,37.0,175.26,XXXL,6.0
75856,47,29.0,154.94,XXS,0.0
75857,56,37.0,172.72,M,2.0
75858,65,26.0,182.88,XL,4.0
75859,47,36.0,160.02,L,3.0
75860,58,18.0,160.02,L,3.0
75861,53,36.0,152.4,M,2.0
75862,79,44.0,167.64,XL,4.0
75863,66,57.0,172.72,XXXL,6.0
75864,49,24.0,167.64,XXS,0.0
75865,47,30.0,165.1,XXS,0.0
75866,58,31.0,170.18,L,3.0
75867,56,29.0,152.4,M,2.0
75868,58,31.0,172.72,M,2.0
75869,97,38.0,167.64,XXXL,6.0
75870,55,37.0,160.02,M,2.0
75871,58,36.0,167.64,M,2.0
75872,61,30.0,162.56,M,2.0
75873,54,28.0,167.64,S,1.0
75874,52,43.0,157.48,XXS,0.0
75875,72,38.0,170.18,XXXL,6.0
75876,68,37.0,180.34,M,2.0
75877,58,29.0,157.48,M,2.0
75878,61,27.0,162.56,M,2.0
75879,58,31.0,170.18,M,2.0
75880,59,31.0,167.64,M,2.0
75881,91,27.0,180.34,XXXL,6.0
75882,63,43.0,165.1,XL,4.0
75883,54,28.0,170.18,M,2.0
75884,61,29.0,165.1,M,2.0
75885,62,32.0,180.34,S,1.0
75886,54,30.0,160.02,S,1.0
75887,47,31.0,157.48,XXS,0.0
75888,61,48.0,175.26,XL,4.0
75889,61,32.0,180.34,L,3.0
75890,65,36.0,157.48,XXXL,6.0
75891,81,40.0,162.56,XXXL,6.0
75892,59,37.0,165.1,M,2.0
75893,65,33.0,175.26,L,3.0
75894,62,21.0,170.18,M,2.0
75895,56,26.0,162.56,S,1.0
75896,65,36.0,170.18,XL,4.0
75897,45,41.0,160.02,S,1.0
75898,62,53.0,165.1,M,2.0
75899,86,30.0,172.72,XXXL,6.0
75900,61,28.0,162.56,XL,4.0
75901,68,28.0,160.02,XL,4.0
75902,54,34.0,162.56,S,1.0
75903,63,30.0,172.72,M,2.0
75904,68,59.0,147.32,XXXL,6.0
75905,65,33.0,167.64,L,3.0
75906,63,26.0,175.26,M,2.0
75907,54,33.0,160.02,S,1.0
75908,65,28.0,162.56,XL,4.0
75909,72,44.0,175.26,XXXL,6.0
75910,58,40.0,172.72,S,1.0
75911,63,32.0,177.8,M,2.0
75912,72,38.0,157.48,XXXL,6.0
75913,68,26.0,162.56,XL,4.0
75914,63,40.0,172.72,XL,4.0
75915,54,41.0,165.1,S,1.0
75916,56,27.0,157.48,L,3.0
75917,65,27.0,170.18,L,3.0
75918,58,25.0,167.64,S,1.0
75919,55,31.0,160.02,M,2.0
75920,58,28.0,165.1,S,1.0
75921,62,32.0,167.64,L,3.0
75922,68,35.0,167.64,XXXL,6.0
75923,59,40.0,172.72,S,1.0
75924,63,31.0,170.18,XXXL,6.0
75925,66,40.0,167.64,XL,4.0
75926,61,27.0,172.72,S,1.0
75927,57,33.0,167.64,M,2.0
75928,68,27.0,160.02,XL,4.0
75929,65,29.0,167.64,XL,4.0
75930,83,31.0,165.1,XXXL,6.0
75931,86,42.0,182.88,XXXL,6.0
75932,63,39.0,160.02,M,2.0
75933,65,30.0,165.1,XL,4.0
75934,65,27.0,175.26,XL,4.0
75935,54,32.0,162.56,XXS,0.0
75936,58,26.0,157.48,L,3.0
75937,68,20.0,170.18,L,3.0
75938,63,44.0,172.72,XL,4.0
75939,69,33.0,177.8,L,3.0
75940,62,31.0,170.18,M,2.0
75941,50,40.0,160.02,S,1.0
75942,53,37.0,157.48,S,1.0
75943,61,45.0,167.64,XL,4.0
75944,86,33.0,172.72,XXXL,6.0
75945,61,31.0,165.1,L,3.0
75946,56,28.0,157.48,S,1.0
75947,70,27.0,170.18,XXXL,6.0
75948,57,32.0,165.1,M,2.0
75949,73,31.0,152.4,XXXL,6.0
75950,61,26.0,175.26,XXS,0.0
75951,62,40.0,170.18,XL,4.0
75952,61,32.0,170.18,M,2.0
75953,65,64.0,170.18,XXXL,6.0
75954,63,30.0,167.64,XL,4.0
75955,45,30.0,160.02,XXS,0.0
75956,52,28.0,165.1,S,1.0
75957,47,41.0,154.94,XXS,0.0
75958,65,37.0,167.64,XL,4.0
75959,52,34.0,170.18,M,2.0
75960,56,33.0,162.56,M,2.0
75961,70,28.0,175.26,XL,4.0
75962,81,35.0,152.4,XXXL,6.0
75963,61,39.0,157.48,XL,4.0
75964,49,28.0,157.48,XXS,0.0
75965,66,55.0,170.18,XXXL,6.0
75966,56,34.0,157.48,M,2.0
75967,63,35.0,167.64,L,3.0
75968,58,39.0,167.64,L,3.0
75969,72,25.0,170.18,XL,4.0
75970,65,32.0,170.18,XL,4.0
75971,79,37.0,165.1,XXXL,6.0
75972,65,42.0,175.26,M,2.0
75973,64,49.0,180.34,M,2.0
75974,70,49.0,182.88,XL,4.0
75975,54,26.0,165.1,S,1.0
75976,56,35.0,177.8,M,2.0
75977,65,35.0,167.64,L,3.0
75978,79,28.0,160.02,XXXL,6.0
75979,58,33.0,160.02,L,3.0
75980,65,46.0,160.02,XXXL,6.0
75981,58,54.0,167.64,XL,4.0
75982,52,30.0,160.02,S,1.0
75983,72,27.0,160.02,XXXL,6.0
75984,68,37.0,175.26,L,3.0
75985,61,29.0,165.1,S,1.0
75986,58,21.0,160.02,S,1.0
75987,68,41.0,165.1,XL,4.0
75988,65,44.0,162.56,XL,4.0
75989,63,35.0,160.02,L,3.0
75990,63,24.0,170.18,M,2.0
75991,58,38.0,160.02,M,2.0
75992,53,47.0,162.56,M,2.0
75993,63,38.0,170.18,XL,4.0
75994,63,39.0,175.26,L,3.0
75995,68,30.0,172.72,XL,4.0
75996,45,28.0,170.18,XXS,0.0
75997,70,28.0,172.72,L,3.0
75998,61,30.0,172.72,M,2.0
75999,66,36.0,172.72,XL,4.0
76000,58,42.0,160.02,L,3.0
76001,72,29.0,167.64,XL,4.0
76002,68,28.0,165.1,XL,4.0
76003,79,37.0,167.64,XXXL,6.0
76004,79,38.0,170.18,XL,4.0
76005,61,35.0,162.56,M,2.0
76006,68,30.0,162.56,XL,4.0
76007,63,30.0,177.8,S,1.0
76008,68,29.0,162.56,XXXL,6.0
76009,56,34.0,162.56,M,2.0
76010,63,42.0,170.18,L,3.0
76011,56,39.0,160.02,S,1.0
76012,62,42.0,160.02,XL,4.0
76013,63,55.0,175.26,XL,4.0
76014,63,33.0,154.94,XXXL,6.0
76015,48,30.0,157.48,XXS,0.0
76016,62,31.0,170.18,L,3.0
76017,56,50.0,170.18,S,1.0
76018,61,25.0,167.64,L,3.0
76019,58,31.0,170.18,M,2.0
76020,52,20.0,162.56,S,1.0
76021,52,34.0,157.48,M,2.0
76022,45,27.0,152.4,XXS,0.0
76023,65,31.0,170.18,M,2.0
76024,68,21.0,170.18,M,2.0
76025,65,33.0,167.64,XL,4.0
76026,61,35.0,160.02,XL,4.0
76027,48,28.0,160.02,XXS,0.0
76028,52,23.0,157.48,S,1.0
76029,61,41.0,162.56,M,2.0
76030,61,35.0,157.48,S,1.0
76031,52,18.0,160.02,S,1.0
76032,56,38.0,167.64,S,1.0
76033,56,30.0,162.56,M,2.0
76034,68,31.0,170.18,XL,4.0
76035,71,35.0,170.18,XXXL,6.0
76036,56,49.0,162.56,L,3.0
76037,65,30.0,182.88,M,2.0
76038,68,39.0,172.72,XL,4.0
76039,83,37.0,160.02,XXXL,6.0
76040,58,30.0,162.56,S,1.0
76041,63,22.0,172.72,S,1.0
76042,47,56.0,162.56,XXS,0.0
76043,52,31.0,160.02,M,2.0
76044,45,24.0,149.86,XXS,0.0
76045,77,33.0,167.64,XXXL,6.0
76046,54,29.0,165.1,M,2.0
76047,81,28.0,177.8,XXXL,6.0
76048,68,42.0,170.18,XL,4.0
76049,63,29.0,170.18,XL,4.0
76050,65,29.0,170.18,M,2.0
76051,49,31.0,172.72,XXS,0.0
76052,65,35.0,165.1,XL,4.0
76053,58,28.0,165.1,M,2.0
76054,47,27.0,157.48,XXS,0.0
76055,66,36.0,177.8,L,3.0
76056,56,31.0,162.56,S,1.0
76057,72,40.0,162.56,XXXL,6.0
76058,63,29.0,167.64,L,3.0
76059,62,33.0,170.18,XL,4.0
76060,52,36.0,162.56,XL,4.0
76061,61,24.0,175.26,M,2.0
76062,54,31.0,162.56,S,1.0
76063,58,28.0,157.48,M,2.0
76064,48,33.0,152.4,XXS,0.0
76065,64,29.0,170.18,L,3.0
76066,65,50.0,167.64,XL,4.0
76067,49,24.0,160.02,XXS,0.0
76068,58,38.0,172.72,XL,4.0
76069,68,38.0,170.18,XL,4.0
76070,70,31.0,177.8,XXXL,6.0
76071,58,32.0,154.94,M,2.0
76072,99,57.0,170.18,XXXL,6.0
76073,61,31.0,165.1,L,3.0
76074,77,22.0,165.1,XXXL,6.0
76075,61,32.0,160.02,XL,4.0
76076,61,29.0,165.1,M,2.0
76077,50,58.0,157.48,S,1.0
76078,49,35.0,162.56,XXS,0.0
76079,61,18.0,167.64,L,3.0
76080,66,50.0,157.48,XL,4.0
76081,70,33.0,162.56,XXXL,6.0
76082,68,22.0,165.1,XXXL,6.0
76083,65,29.0,177.8,M,2.0
76084,53,62.0,160.02,S,1.0
76085,57,47.0,167.64,L,3.0
76086,47,27.0,157.48,S,1.0
76087,54,24.0,157.48,S,1.0
76088,70,48.0,177.8,XXXL,6.0
76089,74,29.0,177.8,L,3.0
76090,61,39.0,162.56,M,2.0
76091,56,32.0,160.02,M,2.0
76092,70,55.0,180.34,XXXL,6.0
76093,61,30.0,165.1,S,1.0
76094,61,33.0,170.18,M,2.0
76095,61,43.0,177.8,L,3.0
76096,61,26.0,172.72,M,2.0
76097,52,30.0,160.02,M,2.0
76098,74,29.0,172.72,XL,4.0
76099,53,33.0,160.02,XXXL,6.0
76100,79,33.0,175.26,XL,4.0
76101,58,29.0,154.94,S,1.0
76102,61,43.0,165.1,XXXL,6.0
76103,68,40.0,157.48,XXXL,6.0
76104,70,34.0,160.02,L,3.0
76105,45,33.0,157.48,XXS,0.0
76106,61,28.0,175.26,M,2.0
76107,50,60.0,160.02,M,2.0
76108,56,28.0,157.48,S,1.0
76109,63,31.0,167.64,XL,4.0
76110,81,43.0,162.56,XXXL,6.0
76111,49,27.0,149.86,XXS,0.0
76112,57,37.0,170.18,S,1.0
76113,77,37.0,165.1,XXXL,6.0
76114,56,33.0,167.64,XXS,0.0
76115,70,32.0,162.56,XXXL,6.0
76116,88,27.0,162.56,XXXL,6.0
76117,59,36.0,175.26,S,1.0
76118,68,21.0,172.72,L,3.0
